Порядковый номер,Идентификационный номер,Классификация очагов,Год обследования,"Периметр территории очагов,м","Площадь территории очагов,м2"
2095,491,Без признаков поражения,2012,261.3868103,503.3796387
2096,492,Без признаков поражения,2012,195.8530884,367.9598083
2097,493,Без признаков поражения,2012,723.7775269,1435.6660156
2098,494,Вырублено,2017,318.1082764,1123.7460938
2099,495,Возникающий очаг,2013,199.5785828,383.4215698
2100,496,Без признаков поражения,2013,196.8477631,379.062439
2101,497,Действующий очаг,2013,58.5425606,102.4118118
2102,498,Действующий очаг,2013,347.9662476,680.7713013
2103,499,Действующий очаг,2013,98.1248856,179.308197
2104,500,Действующий очаг,2013,117.3275909,219.7868042
2105,501,Без признаков поражения,2013,103.8187408,191.7649536
2106,502,Без признаков поражения,2013,102.3528595,185.9013062
2107,503,Без признаков поражения,2013,168.0268402,318.2017212
2108,504,Без признаков поражения,2017,398.6556396,1146.6071777
2109,505,Вырублено,2017,154.6427612,294.2782898
2110,506,Возникающий очаг,2017,607.8995972,1198.8236084
2111,507,Возникающий очаг,2017,765.9577637,1518.8338623
2112,508,Действующий очаг,2017,225.709259,431.7519226
2113,509,Действующий очаг,2017,233.8539276,452.1859131
2114,510,Действующий очаг,2014,22.6248455,29.2854996
2115,511,Вырублено,2017,19.6372623,23.1505775
2116,512,Затухающий очаг,2016,17.5744457,19.0079384
2117,513,Действующий очаг,2014,74.3228607,132.8017731
2124,514,Действующий очаг,2017,1336.1054688,2679.5976563
2131,515,Действующий очаг,2017,250.4659576,483.9085693
2136,516,Действующий очаг,2017,975.6357422,1950.0352783
2137,517,Действующий очаг,2017,1014.4394531,2022.1425781
2138,518,Действующий очаг,2017,1422.4897461,2865.6828613
2139,519,Затухающий очаг,2017,502.1261902,994.5213013
2140,520,Вырублено,2017,626.3121338,1229.0892334
2141,521,Затухающий очаг,2011,22.2032394,28.3462448
2142,522,Действующий очаг,2011,79.2774658,142.5940552
2143,523,Действующий очаг,2011,59.1774025,102.057457
2144,524,Действующий очаг,2011,85.244545,155.0637665
2145,525,Затухающий очаг,2011,51.5047607,87.2565002
2146,526,Затухающий очаг,2011,24.6031933,33.0909767
2147,527,Затухающий очаг,2011,27.2630024,38.400589
2148,528,Без признаков поражения,2017,414.8332825,817.9674072
2149,529,Без признаков поражения,2017,376.0281982,734.036377
2150,530,Возникающий очаг,2017,322.3104858,627.9168091
2151,531,Вырублено,2017,393.3988953,773.8431396
2152,532,Вырублено,2017,334.9129639,651.4372559
2153,533,Вырублено,2017,481.241272,943.2017212
2154,534,Вырублено,2017,769.2312622,1517.1313477
2155,535,Без признаков поражения,2017,1138.1599121,2267.5476074
2156,536,Без признаков поражения,2017,121.7926941,226.9084625
2157,537,Вырублено,2017,894.1519165,1767.1661377
2158,538,Возникающий очаг,2017,288.7085571,560.2180786
2159,539,Возникающий очаг,2017,233.7672424,450.5737305
2160,540,Без признаков поражения,2015,266.96521,520.8508911
2161,541,Вырублено,2017,278.1935425,542.9215698
2162,542,Вырублено,2017,261.7496643,506.4102783
2163,543,Вырублено,2017,236.4696808,455.9494324
2164,544,Затухающий очаг,2017,29.6953392,65.3453445
2165,545,Вырублено,2017,75.0871277,134.3022308
2166,546,Действующий очаг,2011,25.3634453,34.7190208
2167,547,Действующий очаг,2011,44.6077576,73.7662582
2168,548,Без признаков поражения,2011,51.1832008,86.8011398
2169,549,Действующий очаг,2011,106.0327759,196.4983368
2170,550,Возникающий очаг,2017,286.4563904,555.2004395
2171,551,Без признаков поражения,2015,405.1841125,791.9050903
2172,552,Возникающий очаг,2017,334.5873108,659.1240845
2173,553,Без признаков поражения,2015,208.0685425,403.7495728
2174,554,Возникающий очаг,2017,385.9027405,753.4524536
2175,555,Без признаков поражения,2015,560.8181763,1098.8282471
2176,556,Без признаков поражения,2015,297.6728821,579.3635254
2177,557,Без признаков поражения,2015,1657.984375,3299.7419434
2178,558,Без признаков поражения,2015,220.1283722,425.6268921
2179,559,Без признаков поражения,2015,625.8603516,1237.789917
2180,560,Действующий очаг,2017,2360.6669922,177680.828125
2181,561,Действующий очаг,2017,1268.9094238,23146.5136719
2182,562,Возникающий очаг,2017,55.5047951,94.4938507
2183,563,Действующий очаг,2017,145.6484375,274.7037964
2184,564,Без признаков поражения,2011,76.6891556,138.6656494
2185,565,Без признаков поражения,2011,258.0058289,500.9316101
2186,566,Без признаков поражения,2011,1203.8896484,2407.2614746
2187,567,Без признаков поражения,2011,950.5784302,1882.7957764
2188,568,Без признаков поражения,2015,424.894165,833.0250854
2189,569,Без признаков поражения,2015,405.9695129,792.9013672
2190,570,Без признаков поражения,2015,1007.0873413,2015.5445557
2191,571,Без признаков поражения,2015,744.1383057,1479.9603271
2192,572,Без признаков поражения,2015,567.2875366,1113.1419678
2193,573,Без признаков поражения,2015,718.0817261,1427.2004395
2194,574,Без признаков поражения,2015,209.2045135,402.8146667
2195,575,Без признаков поражения,2015,353.4040222,690.5521851
2196,576,Без признаков поражения,2011,1936.1647949,3849.3439941
2197,577,Без признаков поражения,2012,70.3173065,123.9214249
2198,578,Без признаков поражения,2012,123.5369263,231.735672
2199,579,Без признаков поражения,2012,20.7322884,25.6638794
2200,580,Затухающий очаг,2012,272.8077087,523.3968506
2201,581,Возникающий очаг,2017,375.6638184,734.2303467
2202,582,Возникающий очаг,2012,189.3672638,361.5667419
2203,583,Без признаков поражения,2012,102.6979675,191.1444855
2204,584,Возникающий очаг,2012,157.8906555,296.3803711
2205,585,Возникающий очаг,2012,26.5887909,37.6174927
2206,586,Без признаков поражения,2017,122.917923,230.5401611
2207,587,Возникающий очаг,2017,73.130806,130.0289917
2208,588,Вырублено,2017,74.4319458,133.25177
2209,589,Возникающий очаг,2013,86.9236679,157.3581238
2210,590,Без признаков поражения,2013,396.2255249,781.6264038
2211,591,Возникающий очаг,2015,246.1932373,474.9032898
2212,592,Возникающий очаг,2013,63.9498558,112.2497635
2213,593,Действующий очаг,2013,137.1628723,259.8337097
2214,594,Возникающий очаг,2013,53.2733231,90.3089752
2215,595,Возникающий очаг,2013,230.7014008,450.1417542
2216,596,Без признаков поражения,2017,410.562561,5011.034668
2217,597,Возникающий очаг,2015,183.7174835,351.0012512
2218,598,Вырублено,2016,41.7440796,68.0862732
2219,599,Без признаков поражения,2013,157.1922455,300.1845398
2220,600,Возникающий очаг,2014,32.2893829,48.7072182
2221,601,Возникающий очаг,2016,18.0128002,20.0281124
2222,602,Возникающий очаг,2014,28.300827,40.7594986
2223,603,Действующий очаг,2014,152.850235,288.3499146
2224,604,Возникающий очаг,2015,32.2370377,48.6279488
2225,605,Возникающий очаг,2017,29.2869034,42.1068459
2226,606,Возникающий очаг,2015,263.118042,519.611084
2227,607,Без признаков поражения,2017,690.6408081,1371.2755127
2228,608,Возникающий очаг,2015,52.8726883,90.4811707
2229,609,Затухающий очаг,2017,272.6868591,534.4329834
2230,610,Действующий очаг,2017,1160.2408447,2298.6281738
2231,611,Возникающий очаг,2015,299.4734497,582.9661865
2232,612,Действующий очаг,2017,272.2624512,1582.3759766
2233,613,Возникающий очаг,2015,25.9652157,36.1982765
2234,614,Возникающий очаг,2015,35.67733,55.7786942
2235,615,Возникающий очаг,2017,38.7658539,61.3959045
2236,616,Возникающий очаг,2017,46.7309875,76.3937531
2237,617,Без признаков поражения,2016,132.6053772,1109.4620361
2238,618,Без признаков поражения,2016,276.2878113,4096.8745117
2239,619,Возникающий очаг,2016,144.8094635,269.5672607
2240,620,Без признаков поражения,2016,209.4174805,399.2662659
2241,621,Без признаков поражения,2016,109.4463043,232.0872345
2242,622,Без признаков поражения,2016,52.7123451,100.9274673
2243,623,Затухающий очаг,2017,1314.4472656,2620.0932617
2244,624,Действующий очаг,2016,20.6755486,25.2076855
2245,625,Вырублено,2016,47.4225464,78.4405212
2247,626,Возникающий очаг,2016,32.9009476,49.0692177
2249,627,Действующий очаг,2015,133.5104065,251.6908569
2250,628,Затухающий очаг,2011,88.8210526,161.376236
2251,629,Действующий очаг,2011,186.5053406,360.6280212
2252,630,Затухающий очаг,2011,138.1294403,258.1152039
2253,631,Без признаков поражения,2011,578.1829224,1140.4525146
2254,632,Возникающий очаг,2011,27.1973591,38.4257278
2255,633,Действующий очаг,2017,225.5233612,438.6817627
2256,634,Действующий очаг,2017,53.4702454,90.8795395
2257,635,Действующий очаг,2017,183.6926117,347.5616455
2258,636,Без признаков поражения,2017,216.2801361,8088.6459961
2259,637,Действующий очаг,2017,231.6655579,5689.4125977
2260,638,Действующий очаг,2017,312.0927124,605.4403076
2261,639,Действующий очаг,2011,11.3672819,6.8346572
2262,640,Действующий очаг,2011,33.9639854,51.6380234
2263,641,Действующий очаг,2017,237.6143341,464.8382874
2264,642,Действующий очаг,2017,492.5485535,968.2866821
2265,643,Действующий очаг,2017,469.5256958,923.9598999
2266,644,Без признаков поражения,2011,219.2857513,426.8633423
2267,645,Действующий очаг,2017,121.7650757,-1688.342041
2268,646,Действующий очаг,2017,391.5707397,761.3458862
2269,647,Действующий очаг,2017,338.110199,654.6296387
2270,648,Действующий очаг,2011,217.5234833,419.4541931
2271,649,Затухающий очаг,2017,44.8044777,73.6510773
2272,650,Действующий очаг,2011,50.7320061,86.2854309
2273,651,Возникающий очаг,2011,180.7441711,349.8371887
2274,652,Возникающий очаг,2016,113.6019363,203.8949432
2275,653,Возникающий очаг,2016,162.8468628,251.9580383
2276,654,Возникающий очаг,2016,191.8330231,974.7814941
2277,655,Без признаков поражения,2011,103.6730042,191.5573578
2278,656,Действующий очаг,2017,816.7875977,1623.9493408
2279,657,Действующий очаг,2017,389.8963318,882.2971802
2280,658,Без признаков поражения,2016,451.2276611,1790.0482178
2281,659,Действующий очаг,2017,123.3886795,234.3278809
2282,660,Действующий очаг,2017,206.8072662,398.4177246
2283,661,Возникающий очаг,2012,180.9646454,345.2772522
2284,662,Действующий очаг,2015,544.5654297,1071.053833
2285,663,Без признаков поражения,2012,46.3698921,77.0705643
2286,664,Возникающий очаг,2012,67.5892639,119.7735138
2287,665,Действующий очаг,2012,107.3627853,198.8573608
2288,666,Действующий очаг,2014,39.0438118,61.9621201
2289,667,Действующий очаг,2017,517.1835327,1020.5791016
2290,668,Действующий очаг,2014,144.0584717,270.4827576
2291,669,Вырублено,2017,37.3929634,59.0074272
2292,670,Действующий очаг,2017,336.7354126,661.4481201
2293,671,Вырублено,2017,269.1105652,373.5303345
2294,672,Возникающий очаг,2014,101.5513153,187.283844
2295,673,Без признаков поражения,2014,435.3782654,852.6931763
2296,674,Без признаков поражения,2017,145.6534729,272.5918884
2297,675,Действующий очаг,2014,16.2011127,16.3995724
2298,676,Возникающий очаг,2014,17.6805305,19.3306465
2299,677,Действующий очаг,2017,44.4056511,71.5593567
2300,678,Возникающий очаг,2016,67.5851822,114.9609985
2301,679,Возникающий очаг,2014,26.3358326,36.7786369
2302,680,Действующий очаг,2017,174.5269775,331.91745
2303,681,Вырублено,2017,20.1912937,24.2578278
2304,682,Действующий очаг,2014,198.1688995,382.8433228
2305,683,Действующий очаг,2017,30.5424442,45.2707062
2306,684,Действующий очаг,2017,63.6605225,100.7295685
2307,685,Действующий очаг,2017,27.7296257,39.7059898
2308,686,Возникающий очаг,2017,1019.8761597,3849.451416
2309,687,Без признаков поражения,2017,823.3803101,-52554.4882813
2310,688,Затухающий очаг,2017,18.9998417,22.0601635
2311,689,Действующий очаг,2017,19.9269733,23.8559895
2312,690,Действующий очаг,2017,16.3999996,16.6028996
2313,691,Возникающий очаг,2014,64.7040176,112.2878265
2314,692,Действующий очаг,2017,384.355957,744.1802979
2315,693,Затухающий очаг,2017,22.1322746,28.1874485
2316,694,Действующий очаг,2017,26.728899,37.5617638
2317,695,Без признаков поражения,2014,505.9711304,991.0031738
2318,696,Действующий очаг,2017,360.3871765,709.3553467
2319,697,Возникающий очаг,2015,77.2907639,138.2335052
2320,698,Возникающий очаг,2015,79.144165,142.8362732
2321,699,Без признаков поражения,2015,177.5924072,340.1209412
2322,700,Действующий очаг,2017,28.4536972,40.5037956
2323,701,Действующий очаг,2017,17.8156948,19.4608402
2324,702,Возникающий очаг,2015,74.0404129,131.6643524
2325,703,Возникающий очаг,2015,18.4366474,20.9014702
2326,704,Действующий очаг,2015,199.6360474,384.2217407
2327,705,Затухающий очаг,2015,123.5661392,232.7051392
2328,706,Возникающий очаг,2017,1833.348999,3662.7653809
2329,707,Действующий очаг,2015,178.297699,341.4266968
2330,708,Не определено,2015,106.4951706,199.228775
2331,709,Затухающий очаг,2016,188.071167,362.3573914
2332,710,Без признаков поражения,2016,45.1620102,74.2245255
2333,711,Вырублено,2017,674.899231,1313.9415283
2337,712,Возникающий очаг,2017,369.5440674,724.6464844
2338,713,Действующий очаг,2017,132.60849,250.0404663
2346,714,Действующий очаг,2017,411.3634644,811.1582031
2347,715,Действующий очаг,2017,350.1435242,687.6210327
2348,716,Вырублено,2017,173.4513855,333.1530762
2349,717,Действующий очаг,2017,408.2282715,793.9689331
2350,718,Вырублено,2017,686.1878662,1344.5341797
2351,719,Возникающий очаг,2010,60.217556,104.2303238
2352,720,Вырублено,2017,718.2093506,1439.3203125
2353,721,Действующий очаг,2010,55.7418747,94.8883438
2354,722,Действующий очаг,2010,30.1554337,44.1767197
2355,723,Действующий очаг,2010,36.0743752,56.106163
2356,724,Затухающий очаг,2010,155.057663,291.7949524
2357,725,Действующий очаг,2017,285.5083618,556.9039917
2358,726,Действующий очаг,2017,133.1311646,250.0067139
2359,727,Возникающий очаг,2010,32.4643745,48.7635193
2360,728,Возникающий очаг,2010,40.4730911,64.9714661
2361,729,Возникающий очаг,2010,53.8270493,91.7664948
2362,730,Действующий очаг,2010,93.387825,171.6055908
2363,731,Возникающий очаг,2010,53.990715,92.331131
2364,732,Действующий очаг,2010,25.6530647,35.4079132
2365,733,Вырублено,2017,24.4200096,33.1108322
2366,734,Без признаков поражения,2015,81.3041,146.4709015
2367,735,Действующий очаг,2015,59.8616104,103.2481995
2368,736,Без признаков поражения,2015,73.7705917,131.0073547
2369,737,Без признаков поражения,2015,96.9880295,177.9619293
2370,738,Действующий очаг,2017,76.4086914,138.4162903
2371,739,Действующий очаг,2017,149.0227509,280.7232361
2372,740,Действующий очаг,2017,369.9612122,709.9969482
2373,741,Действующий очаг,2017,256.8533325,460.4577637
2374,742,Действующий очаг,2017,71.9767532,128.3023071
2375,743,Действующий очаг,2016,479.5370789,4090.9072266
2376,744,Без признаков поражения,2011,72.2973251,148.5048218
2377,745,Без признаков поражения,2011,259.7770691,576.965271
2378,746,Возникающий очаг,2016,173.5576324,234.5109711
2379,747,Действующий очаг,2016,135.9235992,152.6405029
2380,748,Без признаков поражения,2011,263.0683289,512.6387329
2381,749,Возникающий очаг,2011,20.491003,24.8849907
2382,750,Возникающий очаг,2011,105.1125641,193.3647003
2383,751,Без признаков поражения,2011,297.4408264,580.402832
2384,752,Без признаков поражения,2011,403.8113708,782.9903564
2385,753,Без признаков поражения,2011,262.9391479,512.7626343
2386,754,Без признаков поражения,2011,308.7685852,604.9124756
2387,755,Возникающий очаг,2011,66.4348602,116.9897003
2388,756,Без признаков поражения,2011,119.8433075,224.2653656
2389,757,Без признаков поражения,2016,170.567688,326.629303
2390,758,Без признаков поражения,2016,530.4000244,1047.1217041
2391,759,Без признаков поражения,2016,49.0574799,81.3704681
2392,760,Без признаков поражения,2016,103.6870117,189.4561462
2393,761,Без признаков поражения,2016,952.1970825,1895.2103271
2394,762,Без признаков поражения,2016,384.69104,755.0489502
2395,763,Без признаков поражения,2016,1195.2536621,2365.9663086
2396,764,Без признаков поражения,2016,359.1880188,703.5679932
2397,765,Возникающий очаг,2017,542.2461548,1062.684082
2398,766,Возникающий очаг,2016,39.7585945,62.8073959
2399,767,Действующий очаг,2017,128.0990753,235.7051697
2400,768,Возникающий очаг,2011,387.1073303,651.8984375
2401,769,Без признаков поражения,2016,28.5084667,41.4696579
2402,770,Возникающий очаг,2017,83.2326279,150.0096893
2403,771,Возникающий очаг,2014,22.3509674,28.5750122
2404,772,Возникающий очаг,2014,19.1852875,22.2907543
2405,773,Без признаков поражения,2016,17.5950203,19.2052288
2406,774,Возникающий очаг,2014,144.1822357,275.7936401
2407,775,Возникающий очаг,2014,11.1468716,6.2565527
2408,776,Возникающий очаг,2015,81.9262161,148.0100403
2409,777,Возникающий очаг,2015,45.1695633,73.5299377
2410,778,Без признаков поражения,2016,39.6963196,63.6019096
2411,779,Без признаков поражения,2016,85.6712036,154.2906494
2412,780,Без признаков поражения,2016,582.9110107,1261.5340576
2413,781,Возникающий очаг,2016,38.3616333,60.8187065
2414,782,Возникающий очаг,2016,72.8076859,335.5662537
2415,783,Без признаков поражения,2016,196.133728,377.5147095
2416,784,Без признаков поражения,2011,1650.2247314,3281.0732422
2417,785,Без признаков поражения,2011,900.4678345,1776.9957275
2418,786,Без признаков поражения,2011,821.6958618,1620.0410156
2419,787,Без признаков поражения,2011,173.0284424,332.061554
2420,788,Без признаков поражения,2011,434.899292,862.307312
2421,789,Без признаков поражения,2011,499.2954712,985.112793
2422,790,Без признаков поражения,2011,216.7254333,417.4972839
2423,791,Без признаков поражения,2011,475.1651001,936.4921875
2424,792,Без признаков поражения,2011,469.2373047,924.7927856
2425,793,Возникающий очаг,2014,29.0013294,42.0690193
2426,794,Без признаков поражения,2016,54.5645523,77.9671326
2427,795,Возникающий очаг,2014,20.0494843,23.8676968
2428,796,Без признаков поражения,2016,313.2926941,832.3809204
2429,797,Вырублено,2015,43.8296967,44.3937912
2430,798,Без признаков поражения,2016,61.9852905,62.9607086
2431,799,Без признаков поражения,2016,35.2886772,38.9791145
2432,800,Без признаков поражения,2016,41.4165306,95.0873413
2433,801,Без признаков поражения,2016,78.3679581,128.6183929
2434,802,Возникающий очаг,2017,495.2287292,1094.4692383
2435,803,Возникающий очаг,2017,107.2078552,698.123291
2436,804,Вырублено,2016,111.3737411,232.6027222
2437,805,Действующий очаг,2016,160.7926331,1592.9622803
2438,806,Возникающий очаг,2016,106.1595383,605.8189087
2439,807,Возникающий очаг,2016,106.506218,651.3287964
2440,808,Возникающий очаг,2016,14.3053198,10.2254524
2441,809,Возникающий очаг,2016,57.9047394,49.0749321
2442,810,Возникающий очаг,2016,14.996747,13.7245655
2443,811,Возникающий очаг,2016,44.9866409,57.6768188
2444,812,Возникающий очаг,2017,102.0520172,770.8846436
2445,813,Возникающий очаг,2017,136.9114227,974.8909302
2446,814,Действующий очаг,2017,123.7592926,773.2703247
2447,815,Возникающий очаг,2017,108.5361099,637.6330566
2448,816,Без признаков поражения,2017,163.3334045,501.3501587
2449,817,Возникающий очаг,2017,189.3308258,1072.6204834
2450,818,Действующий очаг,2017,206.7050629,2840.4189453
2451,819,Возникающий очаг,2017,184.8439636,1281.5437012
2452,820,Возникающий очаг,2017,220.7450409,1919.9538574
2453,821,Возникающий очаг,2017,55.1765366,206.6504669
2454,822,Действующий очаг,2017,125.5173569,1241.7169189
2455,823,Возникающий очаг,2017,73.4278488,233.2023621
2456,824,Не определено,2016,181.6466522,286.4580078
2457,825,Не определено,2016,161.5563507,275.2034607
2458,826,Не определено,2016,222.3177795,763.383606
2459,827,Не определено,2016,119.021492,248.5223083
2460,828,Вырублено,2015,151.9792328,176.3393402
2461,829,Не определено,2017,30.4173737,33.3387985
2462,830,Возникающий очаг,2016,214.6160126,839.965271
2463,831,Не определено,2016,126.8013077,664.8969727
2464,832,Действующий очаг,2016,128.4879608,270.7416687
2465,833,Действующий очаг,2016,251.4010925,724.2453003
2466,834,Действующий очаг,2016,194.0682831,419.4217529
2467,835,Действующий очаг,2016,172.3427124,386.0783997
2468,836,Без признаков поражения,2016,147.1807861,331.1474915
2469,837,Возникающий очаг,2016,81.1929169,125.1192322
2470,838,Возникающий очаг,2016,87.2733688,128.4266052
2471,839,Без признаков поражения,2016,54.9577713,136.1861725
2472,840,Без признаков поражения,2016,177.9180603,369.1503906
2473,841,Возникающий очаг,2016,38.486084,55.498642
2474,842,Возникающий очаг,2016,147.1781616,275.2090454
2475,843,Возникающий очаг,2016,174.7423553,282.6109009
2476,844,Возникающий очаг,2017,25.4272633,31.5506477
2477,845,Возникающий очаг,2016,31.7016678,47.4316902
2478,846,Возникающий очаг,2016,71.2116852,67.91745
2479,847,Без признаков поражения,2016,344.8721313,664.8933105
2480,848,Действующий очаг,2016,119.5761642,336.5499268
2481,849,Без признаков поражения,2016,70.1579742,141.4666138
2482,850,Без признаков поражения,2016,92.8374863,210.4313812
2483,851,Без признаков поражения,2016,53.5334816,144.0611725
2484,852,Действующий очаг,2016,57.1740761,109.0848083
2485,853,Без признаков поражения,2016,35.399044,54.887867
2486,854,Возникающий очаг,2016,60.1947174,100.6972122
2487,855,Без признаков поражения,2016,27.5557747,31.8436317
2488,856,Без признаков поражения,2016,59.6589928,86.3037262
2489,857,Без признаков поражения,2016,21.7926102,25.0399723
2490,858,Без признаков поражения,2016,20.1425476,25.1683693
2491,859,Без признаков поражения,2016,16.319952,16.3762989
2492,860,Без признаков поражения,2016,56.0563354,168.224762
2493,861,Возникающий очаг,2016,84.3070831,279.2588196
2494,862,Без признаков поражения,2016,33.6130447,54.6116753
2495,863,Без признаков поражения,2016,61.4486427,159.8247223
2496,864,Без признаков поражения,2016,38.7445984,93.3059692
2497,865,Без признаков поражения,2016,99.0936356,150.2718201
2498,866,Действующий очаг,2016,47.215023,87.7568436
2499,867,Возникающий очаг,2016,258.7837219,536.2797241
2500,868,Возникающий очаг,2016,46.2592773,67.9446945
2501,869,Возникающий очаг,2016,40.2118683,103.4919739
2502,870,Без признаков поражения,2016,45.4735832,69.1787109
2503,871,Возникающий очаг,2016,110.8931351,235.7191315
2504,872,Возникающий очаг,2016,30.043848,35.1910019
2505,873,Возникающий очаг,2016,135.9779358,253.5800934
2506,874,Без признаков поражения,2016,430.5202942,1060.8963623
2507,875,Возникающий очаг,2016,250.9098511,448.8514099
2508,876,Не определено,2016,668.5351563,906.12854
2509,877,Без признаков поражения,2017,342.9503784,526.0303955
2510,878,Действующий очаг,2017,364.8356934,713.4725952
2511,879,Возникающий очаг,2016,35.6503258,46.1863022
2512,880,Действующий очаг,2016,76.4653702,130.4694366
2513,881,Действующий очаг,2017,195.088913,418.07901
2514,882,Действующий очаг,2016,57.2411194,178.6941986
2515,883,Возникающий очаг,2016,54.6671448,105.4892044
2516,884,Возникающий очаг,2016,28.4440727,40.343277
2517,885,Возникающий очаг,2016,112.9226837,223.9097595
2518,886,Действующий очаг,2016,185.6016235,381.4133911
2519,887,Действующий очаг,2016,90.99823,190.4666748
2520,888,Действующий очаг,2016,114.715477,256.7011414
2521,889,Возникающий очаг,2016,209.6595612,245.5105591
2522,890,Действующий очаг,2016,22.066452,27.0082378
2523,891,Действующий очаг,2017,59.1339417,156.3305817
2524,892,Возникающий очаг,2016,107.2780533,265.8608398
2525,893,Возникающий очаг,2016,117.4508057,191.3067169
2526,894,Без признаков поражения,2016,153.2770844,1300.1494141
2527,895,Без признаков поражения,2016,406.3022766,1742.3110352
2528,896,Возникающий очаг,2016,46.7921333,74.2638626
2529,897,Возникающий очаг,2016,43.0960312,113.6539001
2530,898,Возникающий очаг,2016,31.435503,43.0098076
2531,899,Возникающий очаг,2016,46.4764214,85.6443176
2532,900,Возникающий очаг,2016,68.6628342,257.8275452
2533,901,Возникающий очаг,2016,26.4977074,30.3952923
2534,902,Возникающий очаг,2016,50.7891083,156.7191162
2535,903,Действующий очаг,2016,66.4060974,117.1186981
2536,904,Возникающий очаг,2016,92.7066269,227.5810242
2537,905,Возникающий очаг,2016,65.5231018,197.2439728
2538,906,Возникающий очаг,2016,27.8313026,32.5633011
2539,907,Возникающий очаг,2016,17.3622131,12.5893192
2540,908,Возникающий очаг,2016,111.5550766,130.7052155
2541,909,Возникающий очаг,2016,28.223135,29.4076977
2542,910,Возникающий очаг,2016,16.4030228,13.2260504
2543,911,Действующий очаг,2016,122.8081894,272.5899963
2544,912,Возникающий очаг,2016,41.5737305,59.3276443
2545,913,Возникающий очаг,2016,23.223671,21.2731953
2546,914,Действующий очаг,2016,72.5549393,153.9310913
2547,915,Действующий очаг,2016,144.708725,272.8457336
2548,916,Возникающий очаг,2016,76.2676086,121.4314651
2549,917,Возникающий очаг,2016,29.9317493,41.9172859
2550,918,Возникающий очаг,2016,50.35075,81.9195862
2551,919,Действующий очаг,2016,76.3564148,139.3853302
2552,920,Возникающий очаг,2016,179.4059296,398.0913086
2553,921,Действующий очаг,2016,59.5827599,129.9578094
2554,922,Затухающий очаг,2016,121.1201706,492.2168884
2555,923,Действующий очаг,2016,85.4160385,162.5037079
2556,924,Возникающий очаг,2016,32.1280975,62.5781593
2557,925,Возникающий очаг,2016,55.0850983,93.3212204
2558,926,Действующий очаг,2016,58.7908707,190.3867035
2559,927,Возникающий очаг,2016,141.0489807,964.717041
2560,928,Возникающий очаг,2016,214.025177,1849.1850586
2561,929,Возникающий очаг,2016,85.8032074,297.9075012
2562,930,Действующий очаг,2016,383.7913513,3323.4572754
2563,931,Действующий очаг,2016,95.743309,561.2178955
2564,932,Действующий очаг,2016,199.4574585,1760.8963623
2565,933,Действующий очаг,2016,155.2935333,1306.807373
2566,934,Действующий очаг,2016,164.4339294,1318.6856689
2567,935,Действующий очаг,2016,215.5644531,1683.0557861
2568,936,Действующий очаг,2016,132.6736145,681.1085815
2569,937,Возникающий очаг,2016,70.9802551,248.5367584
2570,938,Возникающий очаг,2016,210.4740295,542.5198364
2571,939,Без признаков поражения,2016,50.9779167,73.8310776
2572,940,Без признаков поражения,2016,178.476944,347.2352295
2573,941,Возникающий очаг,2016,74.3025513,243.9832916
2574,942,Возникающий очаг,2016,175.8764343,1351.3613281
2575,943,Возникающий очаг,2016,24.4187908,36.7884331
2576,944,Возникающий очаг,2016,198.3068085,409.5509644
2577,945,Возникающий очаг,2016,20.9295902,27.2693272
2578,946,Возникающий очаг,2016,22.7061462,30.1511173
2579,947,Возникающий очаг,2016,18.2678509,18.8857784
2580,948,Возникающий очаг,2016,15.8562927,15.6987343
2581,949,Возникающий очаг,2016,201.6431885,387.7165222
2582,950,Возникающий очаг,2016,166.2919312,316.6284485
2583,951,Без признаков поражения,2017,126.7929688,606.2889404
2584,952,Без признаков поражения,2017,106.359169,196.029007
2585,953,Без признаков поражения,2017,218.7355499,420.8414001
2586,954,Без признаков поражения,2017,146.1587677,280.0422363
2587,955,Не определено,2015,199.432663,385.535614
2589,956,Возникающий очаг,2010,26.5840092,37.110302
2590,957,Действующий очаг,2010,23.7761421,31.3991089
2591,958,Затухающий очаг,2010,21.8025475,27.5233345
2592,959,Затухающий очаг,2010,150.5582428,287.4083252
2593,960,Затухающий очаг,2011,58.3360405,100.3427658
2594,961,Действующий очаг,2011,129.6403656,252.4207611
2595,962,Без признаков поражения,2015,339.1447144,661.6807861
2596,963,Без признаков поражения,2015,454.0918274,892.2011108
2597,964,Без признаков поражения,2015,384.505249,753.1893921
2598,965,Без признаков поражения,2015,102.6312714,189.9442749
2599,966,Без признаков поражения,2015,140.9152374,265.5768127
2600,967,Действующий очаг,2011,25.7029114,35.04842
2601,968,Действующий очаг,2011,18.5415096,21.0692921
2602,969,Действующий очаг,2011,22.6425915,29.1762161
2603,970,Действующий очаг,2011,99.9045258,182.6941681
2604,971,Возникающий очаг,2011,82.7981186,149.4080811
2605,972,Вырублено,2015,630.5905762,1248.4342041
2606,973,Вырублено,2015,200.6515503,386.4554749
2607,974,Возникающий очаг,2012,23.197649,30.3765392
2608,975,Вырублено,2015,796.1551514,1587.7911377
2609,976,Действующий очаг,2017,279.4846802,553.0090942
2610,977,Возникающий очаг,2017,19.6080399,23.2537727
2611,978,Возникающий очаг,2014,54.7330742,92.5973816
2612,979,Возникающий очаг,2014,164.0930939,310.3146973
